"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"Win32_Industroyer","indicates","IOAs","PRODUCT","104","FAC","Once all possible IOAs from the specified range are iterated , the 104 payload switches to the second stage of range mode If logging is enabled , the payload writes Starting.only.success to the log The rest of this second stage is an infinite loop that uses the previously discovered IOAs of single command type In the loop the payload constantly sends “ select and execute ” packets In addition , if the option change is defined , the payload flips the On / Off state between loop steps Figure 10 demonstrates the log file that was produced by the 104 payload during our analysis It shows the payload iterated IOAs from 10 to 15 , and once IOAs of the single command type were discovered , the payload started to use them in the loop The configuration had the change option enabled , so between loop iterations the payload flipped the switch value from On to Off and wrote it to the log The second operation mode is the shift mode This is very similar to the range mode The attacker defines , in the configuration file , a range of IOAs and shift values Once the 104 payload is activated it does everything the same way as in range mode ; however , once all IOAs in the defined range are iterated , it starts to iterate over the new range The new range is calculated by adding the shift values to the default range values "
"paper_the-shadows-of-ghosts-carbanak-report","hasproduct","Microsoft","ORG","Windows","PRODUCT","A significant number of organizations focus on majority systems software , such as Microsoft Windows , for the predominant amount of their visibility . "
"Insider_Information","hasproduct","Adobe","ORG","Flash","PRODUCT","In this campaign , the two domains were reported by ThreatConnect as being used as a command and control server ( rooter[.]tk ) and hosting an Adobe Flash heap spray vulnerability ( tibetonline[.]info ) as well as an IE exploit ( CVE-2013 - 1347 ) . "
"intelligence-games-in-the-power-grid-2016","hasattacklocation","Dragonfly","ORG","Canada","GPE","The Dragonfly group , which is also known by other vendors as Energetic Bear , appears to have been in operation since at least 2011 and may have been active even longer than that . Dragonfly initially targeted defense and aviation companies in the US and Canada before shifting its focus mainly to US and European energy firms in early 2013 . "
"intelligence-games-in-the-power-grid-2016","hasattacktime","tens of millions of dollars","MONEY","14 October 2014","DATE","2009 - In Citibank attack , the attacker had stolen tens of millions of dollars . . 2010 - BlackEnergy2 is released in 2010 supporting more plug - in features . . 2014 - The updated version BlackEnergy defined Ukraine and Poland as its attack targets . . October 2014 - BlackEnergy attacks HMI of several providers , the victims include GE , Advantech WebAccess , SiemensWinCC . . 14 October 2014 - iSIGHT discovered BlackEnergy sample which is delivered via CVE-2014 - 4114 . "
"BlackOasis","hasproduct","Adobe","ORG","Flash","PRODUCT","The FinSpy payload used in the current attacks ( CVE-2017 - 11292 ) shares the same command and control ( C2 ) server as the payload used with CVE-2017 - 8759 uncovered by FireEye . BlackOasis Background We .rst became aware of BlackOasis ’ activities in May 2016 , while investigating another Adobe Flash zero day . "
"Threat Actors Target Government of Belarus Using CMSTAR Trojan","hasproduct","Microsoft","ORG","Word","PRODUCT","The attacker used the same macro dropper all of the observed Microsoft Word documents we analyzed for this campaign . "
"attackers-deploy-new-ics-attack-framework-triton.html","hasattacklocation","TRITON","ORG","Ukraine","GPE","TRITON is one of a limited number of publicly identified malicious software families targeted at industrial control systems ( ICS ) . It follows Stuxnet which was used against Iran in 2010 and Industroyer which we believe was deployed by Sandworm Team against Ukraine in 2016 . "
"APT28-Center-of-Storm-2017","hasproduct","Adobe","ORG","Flash","PRODUCT","Researchers at Trend Micro observed APT28 establish a fake CDU email server and launch phishing emails against CDU members in an attempt to obtain their email credentials and access their accounts.2,3 Pussy Riot AUGUST 2015 APT28 targets Russian rockers and dissidents Pussy Riot via spear - phishing emails.4 NATO , Afghan Ministry of Foreign Affairs , Pakistani Military JULY 2015 APT28 used two domains ( nato-news.com and bbc-news.org ) to host an Adobe Flash zero - day exploit to target NATO , the Afghan Ministry of Foreign Affairs , and the Pakistani military . "
"Targeted Attacks in the Middle East Using KASPERAGENT and MICROPSIA - Palo Alto Networks Blog","hasproduct","Microsoft","ORG","Windows","PRODUCT","Over the past few months Palo Alto Networks have been working together with ClearSky on preventing and detecting targetedattacks in the Middle East using two relatively new Microsoft Windows malware families which we call KASPERAGENT andMICROPSIA . "
"APT-targets-russia-belarus-zerot-plugx","hasproduct","Microsoft","ORG","Word","PRODUCT","Attackers also continued to send spear - phishing emails with Microsoft Word attachments utilizing CVE-2012 - 0158 to exploit the client . "
