"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"WickedRose_andNCPH","hasproduct","Microsoft","ORG","Word","PRODUCT","4 June 21 , 2007 â€ “ Continued US Targeted Attacks Just over a month later , following initial GinWui based targeted attacks , another Microsoft Word exploit occurs on June 21 , 2006 . "
"Cyberwar2","hasproduct","Microsoft","ORG","Windows","PRODUCT","As a part of the Chinese argument for doing so , was an insistence that Microsoft Windows was a secret tool oftheUSgovernment . "
"WickedRose_andNCPH","hasattacklocation","Wicked Rose","PERSON","China","GPE","At this time Wicked Rose gave 200 RMB to NCPH hackers and kept the rest for himself . Once targeted attacks took place the payment increased five - fold to 5,000 RMB monthly with $ 1,000 a month going to NCPH hackers . This is a significant amount of money in China , effectively paying hackers a full - time wage for part - time hacking . "
"WickedRose_andNCPH","hasproduct","Microsoft","ORG","Word","PRODUCT","Wicked Rose claims responsibility on his blog for targeted e - mail based attacks containing Microsoft Word and CHM exploits from the spring of 2006 . "
"Cyber-030","hasproduct","Microsoft","ORG","Word","PRODUCT","Report on the Capability of the Peopleâ€ ™ s Republic of China to Conduct Cyber Warfare and Computer Network Exploitation August / September 2007 : German media reports that Berlin authorities believe Chinese hackers , with ties to the PLA , installed backdoor applications in various systems using Microsoft Word and PowerPoint documents . "
"Cyber-030","hasattacklocation","CNO","ORG","China","GPE","Campaign doctrine calls for using CNO as a precursor to achieve information dominance , providing â€openingsâ€ or opportunities for air , naval , and ground forces to act . CNO in any military crisis between China and the US will likely be used to mount persistent attacks against the Department of Defenseâ€ ™ s NIPRNET nodes that support logistics , and command and control functions . "
"Cyberwar","hasattacklocation","Kleiber2006","PERSON","China","GPE","The size of Chinaâ€ ™ s traditional force will shrink , as fewer numbers are needed when new technology is introduced ( Cordesman and Kleiber2006 ; Corpus 2006 ; Moore 2000 ) . 28 CultureMandala , Vol . 8 , No . 1 , October 2008 , pp.28 - 80 Copyright Â © 2008 JasonFritz Chinaâ€ ™ s defence budget has increased dramatically over the last 15 years . The official military budget of China was US$ 57 billion in 2008 , making it the second largest military budgetin theworld . "
"Cyberwar2","hasattacklocation","Cordesman","PERSON","South Korea","GPE","ThesizeofChinaÕs traditionalforcewillshrink , as fewer numbersare needed when new technology is introduced ( Cordesman and Kleiber2006 ; Corpus 2006 ; Moore 2000 ) . ChinaÕs defence budget has increased dramatically over the last 15 years . The official military budget of China was US$ 57 billion in 2008 , making it the second largest military budgetin theworld . Bycontrast , thelargestistheUSwith $ 623 billion , and thethird largest is Russiawith $ 50 billion . Japan , South Korea , and India arethenextlargest spenders in the Asia Pacific region with $ 41 billion , $ 21 billion , and $ 19 billion , respectively ( World Wide MilitaryExpenditures 2007 ) . "
"Cyberwar","hasattacklocation","Cordesman","PERSON","China","GPE","The size of Chinaâ€ ™ s traditional force will shrink , as fewer numbers are needed when new technology is introduced ( Cordesman and Kleiber2006 ; Corpus 2006 ; Moore 2000 ) . 28 CultureMandala , Vol . 8 , No . 1 , October 2008 , pp.28 - 80 Copyright Â © 2008 JasonFritz Chinaâ€ ™ s defence budget has increased dramatically over the last 15 years . The official military budget of China was US$ 57 billion in 2008 , making it the second largest military budgetin theworld . "
"Cyber-030","hasproduct","Microsoft","ORG","WordPad","PRODUCT","US companies began receiving small waves of spam - like emails with a Microsoft WordPad ( .wri ) file attachment containing a small piece of malicious software that acted as a Trojan , enabling the attackers to gain complete access to the targeted computers , a hallmark of the computer network exploitation tradecraft attributed to China . "
