"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"gelinasRyan","hasattacklocation","Hillary Rodham Clinton","PERSON","China","GPE","This followed a public rebuke in January by Secretary of State Hillary Rodham Clinton in a speech on internet freedom that was a sharp between - the - lines attack on China for its hard - handed grip on internet activity and repression of internet freedom.64 Blaming hackers for actions that may have been the doing of the state itself serves dual purposes ; it deflects blame from the state while giving China additional ammunition to justify its totalitarian control of the internet to help weed out hackers and make it safer for all users . "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020","hasattacklocation","Lazarus","PERSON","Russia","GPE","In the case of Lazarus , the attribution of some attacks may be inaccurate due to a lack of technical details about certain incidents . Jan Feb Apr May Jun Jul Aug Sep Oct Dec Jan Mar May Jun Jul Aug Sep 2019 2018 Silence Silence MoneyTaker MoneyTaker Cobalt Cobalt Silence MoneyTaker Silence Unnamed Unnamed Unnamed PIR Bank Unnamed Unnamed IT Bank Unnamed Unnamed Russia Russia Russia Russia Russia "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020","hasattacklocation","Lazarus","PERSON","Russia","GPE","In the case of Lazarus , the attribution of some attacks may be inaccurate due to a lack of technical details about certain incidents . Jan Feb Apr May Jun Jul Aug Sep Oct Dec Jan Mar May Jun Jul Aug Sep 2019 2018 Silence Silence MoneyTaker MoneyTaker Cobalt Cobalt Silence MoneyTaker Silence Unnamed Unnamed Unnamed PIR Bank Unnamed Unnamed IT Bank Unnamed Unnamed Russia Russia Russia Russia Russia "
"2020.09.29_ShadowPad - new activity from the Winnti group","hasattacklocation","Takai","PERSON","Japan","GPE","The attack tools found by Takai are almost completely identical to the ones we found on the ShadowPad server . Even some hash sums are identical ( see Section 2 ) . Researchers believe14 that the Bisonal attacks were performed by Tonto Team . The group concentrates its efforts on three countries : Russia , South Korea , and Japan . "
"vol7no2Ball","hasattacklocation","Netizens","ORG","Taiwan","GPE","In August 1999 , there was a spate of cross - Strait attacks against computer networks and official Web - sites in Taiwan , which were launched by Netizens reacting to then - President Lee Tung - hui.s statement in June that relations between the PRC and Taiwan should be characterised as ¡ ° special State - to - State¡± relations . These attacks involved more than 160 penetrations into Taiwanese computer networks . The hackers even invaded the Web - site of the American Institute in Taiwan , the unofficial US Embassy ( and the location of the National Security Agency.s Liaison Office in Taipei ) , and crashed its server with a bombardment of 45,000 simultaneous e - mails.58 "
"nao-sec.org-Royal Road ReDive","hasattacklocation","Tencent","ORG","China","GPE","The blogs have been written by Tencent and Positive Technologies so far [ 7][8][9 ] , and are attributed to ( South ) Korea . However , NSJ¡¯s paper [ 10 ] showed a connection with Ghost Dragon [ 11 ] and PKPLUG [ 12 ] , and it was reported that it might belong to China . "
"APT28 Delivers Zebrocy Malware Campaign Using NATO Theme as Lure","hasproduct","Microsoft","ORG","Excel","PRODUCT","Additionally , the Excel file(XLS ) is corrupted and can not be opened by Microsoft Excel , it contains ¨C "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020","hasproduct","Android","ORG","Trojans","PRODUCT","Currently , the autofill feature in Android Trojans is implemented for each malicious program individually . "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020","hasattacklocation","Silence","ORG","Russia","GPE","Silence is not the only group that uses FlawedAmmyy . In particular , hackers from TA505 have used it in recent attacks . In the past , Silence used only its own unique Trojan called Atmosphere . In 2019 , however , the group started using new malware . After successfully testing it on IT Bank ( Russia ) , the new tool was presumably used for theft at Dutch - Bangla Bank ( Bangladesh ) . "
"Bitdefender-PR-Whitepaper-APTHackers-creat4740-en-EN-GenericUse","hasproduct","Chrome","ORG","Explorer","PRODUCT","According to the class names , it¡¯s responsible for collecting credentials from the current machine : browsers ( Internet Explorer , Firefox , Chrome ) , Outlook , WLan credentials and everything stored in Windows Vault . "
