"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"Group-IB_Hi-Tech_Crime_Trends_2019-2020_en","hasattacklocation","Silence","ORG","India","GPE","In the past , Silence used only its own unique Trojan called Atmosphere . In 2019 , however , the group started using new malware . After successfully testing it on IT Bank ( Russia ) , the new tool was presumably used for theft at Dutch - Bangla Bank ( Bangladesh ) . Cobalt Geographical scope Russia Kazakhstan Georgia Europe India Greece Theft methods ATM trojan Card processing Payment gateways SWIFT Local Interbanking systems "
"Report2020CrowdStrikeGlobalThreatReport","hasproduct","Microsoft","ORG","Word","PRODUCT","Hunters found Cobalt Strike payloads running on multiple hosts , hollowing the memory space of various legitimate processes — including Microsoft Word , rundll32.exe and the Windows Server tool esentutl.exe — in order to load . "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020_en","hasattacklocation","Silence","ORG","Bangladesh","GPE","In the past , Silence used only its own unique Trojan called Atmosphere . In 2019 , however , the group started using new malware . After successfully testing it on IT Bank ( Russia ) , the new tool was presumably used for theft at Dutch - Bangla Bank ( Bangladesh ) . "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020_en","hasattacklocation","SWIFT","ORG","Malta","GPE","THEFT THROUGH SWIFT — — — Most thefts through SWIFT occurred in the second half of 2017 and the first half of 2018 , which was followed by a lull . Over the period investigated , the attackers carried out only two successful thefts from banks in India and Malta , with the overall sum stolen amounting to $ 16 million . "
"MacMalware_2020","hasproduct","Mozilla","ORG","Firefox","PRODUCT","Well as Intego notes : “ And just in case the victim does n’t use Safari , XCSSET also has the capability of installingTrojanized versions of many other Mac browsers : Google Chrome , Mozilla Firefox , Microsoft Edge , Brave , Opera , 360 ( a Chinese browser ) , and Yandex ( a Russian browser ) . ” "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020_en","hasattacklocation","Lazarus","PERSON","Russia","GPE","In 2019 , Lazarus attacked an energy company in India . The target is not an obvious choice for a state - sponsored threat group , which could point to the military ’s growing interest in this type of attack . 7 groups posed a threat to the energy sector in the period investigated Iran and Russia are associated with these groups IT networks will remain the main attack vector for threat actors . "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020_en","hasattacklocation","SWIFT","ORG","India","GPE","THEFT THROUGH SWIFT — — — Most thefts through SWIFT occurred in the second half of 2017 and the first half of 2018 , which was followed by a lull . Over the period investigated , the attackers carried out only two successful thefts from banks in India and Malta , with the overall sum stolen amounting to $ 16 million . "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020_en","hasproduct","Microsoft","ORG","Outlook","PRODUCT","The second Trojan is launched ; it attempts to open Microsoft Outlook and obtain all the email addresses stored therein . "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020_en","hasattacklocation","Lazarus","PERSON","North Korea","GPE","As for Lazarus , the group is believed to be sponsored by North Korea . "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020_en","hasproduct","Amazon","ORG","S3","PRODUCT","For example , the group uses Amazon S3 and cloud server communication protocols to exfiltrate confidential user information . "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020_en","hasattacklocation","Silence","ORG","Russia","GPE","Silence is not the only group that uses FlawedAmmyy . In particular , hackers from TA505 have used it in recent attacks . In the past , Silence used only its own unique Trojan called Atmosphere . In 2019 , however , the group started using new malware . After successfully testing it on IT Bank ( Russia ) , the new tool was presumably used for theft at Dutch - Bangla Bank ( Bangladesh ) . "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020_en","hasattacklocation","Trojan","ORG","Russia","GPE","Over the past year , the Trojan began attacking banking customers — first Polish , then Spanish . In general , Poland is the only European country in which attackers have been noticeably more interested . Russia and other post - Soviet countries In Russia , the "" homeland "" of most banking Trojans , only one banking Trojan continues to be actively used : RTM . "
"Group-IB_Hi-Tech_Crime_Trends_2019-2020_en","hasproduct","Mozilla","ORG","Firefox","PRODUCT","Mozilla also announced that its browser Firefox would not trust certificates from DarkMatter . "
"Group-IB_Hi-Tech_Crime_Trends_2020-2021_en","hasproduct","Android","ORG","Trojans","PRODUCT","KEy FiNdiNGs ANd FORECAsTs Banking Trojans Current threats 19 PC Trojans and 10 Android Trojans have been active this year Owners of banking botnets are switching to ransomware Forecasts — Russian - speaking owners of banking botnets for both PCs and Android devices will reduce their activity even further . "
"The APT Chronicles_December 2018nbspedition","hasattacklocation","Joe Schmoe","PERSON","China","GPE","However , it seems there is still disparity amongst what the federal government can get away with against corporations with big law firms protecting them and Joe Schmoe , the average U.S. citizen . “ Isotope ’s ” activity thus far appears to be more CNE intelligence gathering - related , but there are signs that , like China , the intelligence information being collected about U.S. power grids is being used to further Russia ’s development of their own power grid system possibly to advance it and to learn new methods of hardening their own infrastructure against potential cyber attacks . "
