"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"The CostaRicto Campaign_ Cyber-Espionage Outsourced","hasattacklocation","CostaRicto","PERSON","China","GPE","Targeting Unlike most of the state - sponsored APT actors , the CostaRicto adversary seems to be indiscriminatewhen it comes to the victims ' geography . Their targets are located in numerous countries across theglobe with just a slight concentration in the South - Asian region : India Bangladesh Singapore China U.S. Bahamas Australia Mozambique France Netherlands Austria Portugal Czechia "
"The CostaRicto Campaign_ Cyber-Espionage Outsourced","hasattacklocation","CostaRicto","PERSON","Bangladesh","GPE","Targeting Unlike most of the state - sponsored APT actors , the CostaRicto adversary seems to be indiscriminatewhen it comes to the victims ' geography . Their targets are located in numerous countries across theglobe with just a slight concentration in the South - Asian region : India Bangladesh Singapore China U.S. Bahamas Australia Mozambique France Netherlands Austria Portugal Czechia "
"unit42.paloaltonetworks.com-xHunt Campaign New BumbleBee Webshell and SSH Tunnels Used for Lateral Movement","hasproduct","Mozilla","ORG","Firefox","PRODUCT","We also observed the actor switching between different operating systems and browsers , specifically Mozilla Firefox or Google Chrome on Windows 10 , Windows 8.1 or Linux systems . "
"The zero-day exploits of Operation WizardOpium _ Securelist","hasproduct","Microsoft","ORG","Windows","PRODUCT","The zero - day exploits of Operation WizardOpium securelist.com/the-zero-day-exploits-of-operation-wizardopium/97086 Boris Larin , Alexey Kulaev Back in October 2019 we detected a classic watering - hole attack on a North Korea - related news site that exploited a chain of Google Chrome and Microsoft Windows zero - days . "
"blog.truesec.com-Collaboration between FIN7 and the RYUK group a Truesec Investigation","indicates","PsExec","PRODUCT","two","CARDINAL","Remote code execution was achieved with two methods : remote WMI command execution and using Microsoft Sysinternals¡¯ utility PsExec . CONCLUSIONS "
"The CostaRicto Campaign_ Cyber-Espionage Outsourced","hasattacklocation","CostaRicto","PERSON","U.S","GPE","Targeting Unlike most of the state - sponsored APT actors , the CostaRicto adversary seems to be indiscriminatewhen it comes to the victims ' geography . Their targets are located in numerous countries across theglobe with just a slight concentration in the South - Asian region : India Bangladesh Singapore China U.S. Bahamas Australia Mozambique France Netherlands Austria Portugal Czechia "
"report-bb-decade-of-the-rats","hasproduct","Ubuntu","ORG","Linux","PRODUCT","These groups target Red Hat Enterprise , CentOS , and Ubuntu Linux environments systemically across a wide array of industry verticals for the purposes of espionage and intellectual property theft . "
"yoroi.company-Shadows From the Past Threaten Italian Enterprises","hasproduct","Microsoft","ORG","Windows","PRODUCT","Tools really useful to gather information about the Microsoft Windows perimeter of the victim network . "
"The CostaRicto Campaign_ Cyber-Espionage Outsourced","hasattacklocation","CostaRicto","PERSON","India","GPE","Targeting Unlike most of the state - sponsored APT actors , the CostaRicto adversary seems to be indiscriminatewhen it comes to the victims ' geography . Their targets are located in numerous countries across theglobe with just a slight concentration in the South - Asian region : India Bangladesh Singapore China U.S. Bahamas Australia Mozambique France Netherlands Austria Portugal Czechia "
"The CostaRicto Campaign_ Cyber-Espionage Outsourced","hasattacklocation","CostaRicto","PERSON","Australia","GPE","Targeting Unlike most of the state - sponsored APT actors , the CostaRicto adversary seems to be indiscriminatewhen it comes to the victims ' geography . Their targets are located in numerous countries across theglobe with just a slight concentration in the South - Asian region : India Bangladesh Singapore China U.S. Bahamas Australia Mozambique France Netherlands Austria Portugal Czechia "
"The CostaRicto Campaign_ Cyber-Espionage Outsourced","hasattacklocation","CostaRicto","PERSON","Singapore","GPE","Targeting Unlike most of the state - sponsored APT actors , the CostaRicto adversary seems to be indiscriminatewhen it comes to the victims ' geography . Their targets are located in numerous countries across theglobe with just a slight concentration in the South - Asian region : India Bangladesh Singapore China U.S. Bahamas Australia Mozambique France Netherlands Austria Portugal Czechia "
