"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"down-the-h-w0rm-hole-with-houdinis-rat.html","hasproduct","Mozilla  Firefox","ORG","Opera  Webcam  Microphone  Run","PRODUCT","Remote Desktop capture / screenshot Keylogger Collect password filled in forms from web browsers , such as Mozilla Firefox , Google Chrome , and Opera Webcam Microphone Run remote application or script from disk or internet , or load it in memory via RunPE "
"ICIT-Brief-China-Espionage-Dynasty","hasattacklocation","Yu Xiaohong","PERSON","China","GPE","Yu Xiaohong later wrote a paper about the implications for space warfare of the NASA Deep Impact mission , which sent a spacecraft to collide with a comet . Front Companies As of 2010 , China had over 3200 front companies in the United States whose sole purpose was to acquire American technology . "
"Down the H-W0rm Hole with Houdini's RAT - Threat Geek","hasproduct","Mozilla  Firefox","ORG","Opera  Webcam  Microphone  Run","PRODUCT","Remote Desktop capture / screenshot Keylogger Collect password filled in forms from web browsers , such as Mozilla Firefox , Google Chrome , and Opera Webcam Microphone Run remote application or script from disk or internet , or load it in memory via RunPE Update RAT from disk or internet "
"FTA_1020_Fidelis_Inocnation_FINAL","hasproduct","Cisco","ORG","AnyConnect","PRODUCT","The initial launcher / dropper writes two executable files to the hard drive , the RAT Installer ( MD5 : 4F4BF27B738FF8F2A89D1BC487B054A8 ) and the Cisco AnyConnect decoy ( MD5 : 2F7E5F91BE1F5BE2B2F4FDA0910A4C16 ) . "
"eset-sednit-part-2","hasproduct","Windows","ORG","DLL","PRODUCT","A Sedreco plugin comes as a Windows DLL with two exported functions named Initand UnInit . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Energetic Bear","ORG","Canada","GPE","When Energetic Bear was discovered in 2011 , the group targeted aviation and defense companies in the United States and Canada ; however , in 2013 , energy firms in the United States and Europe became the primary targets of Energetic Bear . "
"BlackEnergy3_WP_012716_1c","hasproduct","Microsoft","ORG","Windows","PRODUCT","Lnk is a propriety Microsoft Windows shortcut , a metadata file which is interpreted by the Windows shell . "
"Microsoft_Security_Intelligence_Report_Volume_21_English","hasproduct","Microsoft","ORG","Windows","PRODUCT","The two exploits affecting Microsoft Windows are both elevation of privilege ( EoP ) exploits used as second - stage payloads immediately after an initial remote code execution ( RCE ) exploit to gain higher privileges or escape a sandbox . "
"Microsoft_Security_Intelligence_Report_Volume_21_English","hasproduct","Adobe","ORG","Acrobat","PRODUCT","Win32 / PdfjscCVE-2012 - 0158CVE-2011 - 0097CVE-2010 - 3336CVE-2014 - 1761 ï ‚ · Most detections of exploits that affect Adobe Reader and Adobe Acrobat were associated with the exploit family Win32 / Pdfjsc , a detection for PDF files containing a malicious JavaScript that targets CVE-2010 - 0188 and other vulnerabilities . "
"Freezer Paper around Free Meat - Securelist","hasproduct","Adobe","ORG","Flash","PRODUCT","Adobe Flash and other installers from websites that they operate . "
"ICIT-Brief-China-Espionage-Dynasty","hasattacklocation","Yu Xiaohong","PERSON","the United States","GPE","Yu Xiaohong later wrote a paper about the implications for space warfare of the NASA Deep Impact mission , which sent a spacecraft to collide with a comet . Front Companies As of 2010 , China had over 3200 front companies in the United States whose sole purpose was to acquire American technology . "
"Microsoft_Security_Intelligence_Report_Volume_21_English","hasproduct","SmartScreen","ORG","Filter","PRODUCT","SmartScreen Filter uses file and URL reputation data and Microsoft antimalware technologies to determine whether sites distribute unsafe content . "
"eset-sednit-part1","hasproduct","CreateRemoteThreadWindows","ORG","API","PRODUCT","it with the CreateRemoteThreadWindows API . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasproduct","Microsoft","ORG","PowerPoint","PRODUCT","Sandworm delivers malware through spear phishing emails containing malicious documents , such as a Microsoft PowerPoint attachment . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasproduct","Microsoft","ORG","Windows","PRODUCT","Tarh Andishan compromises Microsoft Windows web servers that run Internet Information Services ( IIS ) and Coldfusion , Apache servers with PHP , Microsoft Windows desktops , and Linux servers . "
"fox-it_mofang_threatreport_tlp-white","hasattacklocation","ShimRat","ORG","China","GPE","This is based on the fact that its tools ( ShimRat and ShimRatReporter ) are not widely used , and that campaigns are not usually observed in parallel . Based on a numbers of factors that will be explained in more detail in this Chapter , it is highly likely that the Mofang group is a group that operates out of China and is probably government - affiliated . "
"down-the-h-w0rm-hole-with-houdinis-rat.html","hasproduct","Mozilla  Firefox","ORG","Keylogger  Collect","PRODUCT","Remote Desktop capture / screenshot Keylogger Collect password filled in forms from web browsers , such as Mozilla Firefox , Google Chrome , and Opera Webcam Microphone Run remote application or script from disk or internet , or load it in memory via RunPE "
"ICIT-Brief-Know-Your-Enemies-2.0","hasproduct","Microsoft","ORG","Windows","PRODUCT","The Uroburos malware typically infects 32 - bit and 64 - bit Microsoft Windows systems that belong to governments , embassies , defense industries , pharmaceutical companies , research and education facilities , and other large companies . "
"human-rights-impersonation-malware","hasattacklocation","Telegram","ORG","Iran","GPE","RAT was used once again to target journalists and the foreign policy establishment , when the Telegram of one prominent journalist was compromised â€ “ in this case , posing as an additional set of stickers for Telegram . In this case , the RAT appeared to provide the intruders a vector to access Telegram credentials for individuals outside of Iran , which is relevant to our description of other tactics used to breach users of the extremely popular service . "
"down-the-h-w0rm-hole-with-houdinis-rat.html","hasattacklocation","Houdini","PERSON","Kuwait","GPE","Houdini There has been speculation in the research community 3 , 4 , 5 that "" Houdini "" ( aka Ê»Mohamed BenabdellahÊ¼ ) is believed to have connection with â€njq8â€ ( aka Ê»Naser Al MutairiÊ¼ ) , the initial developer of â€njRATâ€ and â€njw0rmâ€. It has further been speculated that "" Houdini "" is based in Algeria and â€njq8â€ in Kuwait . "
"ICIT-Brief-China-Espionage-Dynasty","indicates","Axiom","PRODUCT","four","CARDINAL","Compromised systems have featured up to four layers of malware ranging from extremely common ( Poison Ivy , Gh0st , ZXshell ) to focused tools used by threat groups ( Derusbi , Fexel ) to custom Axiom malware ( ZoxPNG / ZoxRPC , Hikit ) . "
"i-got-a-letter-from-the-government","hasproduct","BSD","ORG","Solaris","PRODUCT","RAT , able to target hosts running Windows , OSX , Linux , BSD , and even Solaris . "
"million-dollar-dissident-iphone-zero-day-nso-group-uae","hasattacktime","Nobel  Prize","WORK_OF_ART","August  10  and  11,  2016","DATE","Ahmed Mansoor is an internationally recognized human rights defender , based in the United Arab Emirates ( UAE ) , and recipient of the Martin Ennals Award ( sometimes referred to as a â€Nobel Prize for human rightsâ€ ) . On August 10 and 11 , 2016 , Mansoor received SMS text messages on his "
"ICIT-Brief-China-Espionage-Dynasty","hasproduct","Fexel","ORG","Axiom","PRODUCT","Compromised systems have featured up to four layers of malware ranging from extremely common ( Poison Ivy , Gh0st , ZXshell ) to focused tools used by threat groups ( Derusbi , Fexel ) to custom Axiom malware ( ZoxPNG / ZoxRPC , Hikit ) . "
"human-rights-impersonation-malware","hasattacklocation","Telegram","ORG","Iran","GPE","RAT appeared to provide the intruders a vector to access Telegram credentials for individuals outside of Iran , which is relevant to our description of other tactics used to breach users of the extremely popular service . "
"BlackEnergy3_WP_012716_1c","hasproduct","Microsoft","ORG","Excel","PRODUCT","The Microsoft Excel in this case will not execute its malicious code without explicitly having macro content permitted . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Dark Hotel","ORG","Japan","GPE","Consequently , there is a strong likelihood that Dark Hotel is a partially or fully state sponsored threat actor . The Dark Hotel group targets high - profile executives , sales and marketing employees , R&D staff , and government employees from North Korea , Japan , India , and the United States . "
"group5-syria","hasproduct","PAC","ORG","Crypt","PRODUCT","the PAC Crypt tool revealed that this program is developed and sold by an Iranian malware developer known as â€˜Mr . "
"indian-organizations-targeted-suckfly-attacks","hasattacklocation","India.ï¿½  Campaign","ORG","India","GPE","This suggests that these attacks were part of a planned operation against specific targets in India.ï¿½ Campaign activity in India The first known Suckfly campaign began in April of 2014 . During our investigation of the campaign , we identified aï¿½ number of global targets across several industries who were attacked in 2015 . Many of the targets we identifiedï¿½ were well known commercial organizations located in India . These organizations included : One of India 's largest financial organizationsï¿½ "
"ICIT-Brief-Know-Your-Enemies-2.0","hasproduct","Internet Information Services","ORG","Coldfusion","PRODUCT","Tarh Andishan compromises Microsoft Windows web servers that run Internet Information Services ( IIS ) and Coldfusion , Apache servers with PHP , Microsoft Windows desktops , and Linux servers . "
"ICIT-Brief-China-Espionage-Dynasty","hasattacklocation","Hikit","ORG","China","GPE","Universities and research institutions in Hong Kong and mainland China have been targeted with Hikit malware for persistent operations . This could indicate state - sponsored concern over liberal academics and students . Axiom targeting coincides with interests reflected in Chinaâ€ ™ s Five - Year Plans , which push for advanced technology and advanced R&D efforts . As China shifts away from foreign technology , more organizations may be targeted by Axiom . "
"Microsoft_Security_Intelligence_Report_Volume_21_English","hasproduct","Microsoft","ORG","Office 365","PRODUCT","Control Flow Guard , a security feature that is turned on by default in Windows 10 and Microsoft Office 365 64 - bit version , can help by making it more difficult to exploit memory corruption vulnerabilities . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Dark Hotel","ORG","North Korea","GPE","Consequently , there is a strong likelihood that Dark Hotel is a partially or fully state sponsored threat actor . The Dark Hotel group targets high - profile executives , sales and marketing employees , R&D staff , and government employees from North Korea , Japan , India , and the United States . "
"fox-it_mofang_threatreport_tlp-white","hasproduct","Microsoft","ORG","Windows","PRODUCT","Shims are simply hot patching processes on the fly , to ensure backward compatibility of software on the Microsoft Windows platform . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Flame","ORG","Egypt","GPE","Supposedly , the campaign against Iranian oil industry , which led to the exposure of Flame , was a unilateral operation launched by Israel , without informing their American counterparts . Kaspersky detected Flame malware infections in Iran , Israel , Sudan , Syria , Lebanon , Saudi Arabia , and Egypt . "
"Microsoft_Security_Intelligence_Report_Volume_21_English","hasproduct","Microsoft","ORG","Word","PRODUCT","ï ‚ · CVE-2010 - 3336 is a memory corruption vulnerability in several older versions of Microsoft Office and Microsoft Word that allows a remote attacker to execute arbitrary code via a malicious document . "
"fox-it_mofang_threatreport_tlp-white","hasproduct","ShimRat","ORG","Windows","PRODUCT","ShimRat will create a new service under Windows using the information from the installation configuration shown in paragraph 7.1.1 above . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasproduct","Microsoft","ORG","Windows","PRODUCT","BTZ infected systems running Microsoft Windows and allowed attackers to log personal information , cached credentials , and user keystrokes . "
"Microsoft_Security_Intelligence_Report_Volume_21_English","hasproduct","Mozilla","ORG","Firefox","PRODUCT","ï ‚ · Browser vulnerabilities are those that affect components defined as part of a web browser , including Internet Explorer and Appleâ€ ™ s Safari ( which ship with operating systems ) along with third - party browsers such as Mozilla Firefox and Google Chrome . "
"Microsoft_Security_Intelligence_Report_Volume_21_English","hasproduct","Microsoft","ORG","DCU","PRODUCT","See â€The Microsoft DCU and the legal side of fighting malwareâ€ on pages 29â€“32 of Microsoft Security Intelligence Report , Volume 17 ( Januaryâ€“June 2014 ) , available from the Microsoft Download Center , for more information about the Microsoft takedown of the Jenxcus botnet . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Tarh Andishan","PERSON","Saudi  Arabia","GPE","Tarh Andishan targets government entities and critical infrastructure facilities in Canada , China , England , France , Germany , India , Israel , Kuwait , Mexico , Pakistan , Qatar , Saudi Arabia , South Korea , Turkey , United Arab Emirates , and the United States . "
"Emissary Trojan Changelog_ Did Operation Lotus Blossom Cause It to Evolve_ - Palo Alto Networks Blog","usesaddress","Emissary","WORK_OF_ART","1","CARDINAL","This version of Emissary keeps track of which C2 location within its configuration that it has been communicating with by storing the index of the C2 server ( 1 , 2 , or 3 ) in the following registry key : 1 SOFTWARE\Microsoft\VBA\VbaList This version of Emissary moves away from the command handler using the structure and moves to a nested if / else statement for less complicated command handling ; however , the command GUID and commands themselves are unchanged . "
"Down the H-W0rm Hole with Houdini's RAT - Threat Geek","hasattacklocation","Houdini","PERSON","Kuwait","GPE","- W0rm Hole with Houdini 's RAT - Threat Geek There has been speculation in the research community 3 , 4 , 5 that "" Houdini "" ( aka â€˜Mohamed Benabdellahâ€ ™ ) is believed to have connection with â€njq8â€ ( aka â€˜Naser Al Mutairiâ€ ™ ) , the initial developer of â€njRATâ€ and â€njw0rmâ€. It has further been speculated that "" Houdini "" is based in Algeria and â€njq8â€ in Kuwait . "
"ICIT-Brief-China-Espionage-Dynasty","hasproduct","Derusbi","ORG","Axiom","PRODUCT","Compromised systems have featured up to four layers of malware ranging from extremely common ( Poison Ivy , Gh0st , ZXshell ) to focused tools used by threat groups ( Derusbi , Fexel ) to custom Axiom malware ( ZoxPNG / ZoxRPC , Hikit ) . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Flame","ORG","Saudi Arabia","GPE","Supposedly , the campaign against Iranian oil industry , which led to the exposure of Flame , was a unilateral operation launched by Israel , without informing their American counterparts . Kaspersky detected Flame malware infections in Iran , Israel , Sudan , Syria , Lebanon , Saudi Arabia , and Egypt . "
"lookout-pegasus-technical-analysis","hasproduct","iOS","ORG","Blackberry","PRODUCT","iOS , Android , and Blackberry . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Energetic Bear","ORG","United States","GPE","The servers hijacked by Energetic Bear to serve as C&C servers may have been compromised using the same exploit of content management systems . Uroburos / Epic Turla/ Snake / SnakeNet oburos / Epic Turla/ Snake / SnakeNet In 2008 , malicious code known as Agent . BTZ was placed on USB drives that were dropped in the parking lots of defense facilities , such as a United States Department of Defense in the Middle East , in what was considered the â€worst breach of U.S. military computers in historyâ€ at the time . "
"ICIT-Brief-China-Espionage-Dynasty","hasattacklocation","Epoch Times","ORG","China","GPE","In September 2015 , Joshua Philipp of Epoch Times reported that Lenovo , Huawei , Xiaomi , and other devices manufactured in China had preinstalled spyware that allowed Chinese companies to track users , listen to calls , and make online purchases . Worse yet , many of the products manufactured in China already feature language in the terms and conditions authorizing the Chinese government to monitor the data that passes through the devices ( even those located in the United States ) for indicators of subversion against the CCP . "
"fox-it_mofang_threatreport_tlp-white","hasproduct","Microsoft","ORG","Windows","PRODUCT","The global campaign infrastructure mimics the Microsoft Windows or Microsoft Office software . "
"lookout-pegasus-technical-analysis","hasproduct","NSO Group","ORG","Pegasus","PRODUCT","Citizen Labâ€ ™ s investigation links the software and infrastructure to that of NSO Group which offers a product called Pegasus solution . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Tarh Andishan","PERSON","South Korea","GPE","Tarh Andishan targets government entities and critical infrastructure facilities in Canada , China , England , France , Germany , India , Israel , Kuwait , Mexico , Pakistan , Qatar , Saudi Arabia , South Korea , Turkey , United Arab Emirates , and the United States . "
"Microsoft_Security_Intelligence_Report_Volume_21_English","hasproduct","Windows Vista","ORG","Windows 8","PRODUCT","Win32 / Falrile Trojans 1 30 27 62 * Includes Windows 8.1 ï ‚ · Encounters involving JS / Axpergle , a detection for the Angler exploit kit and the only exploit - related family in the top ten in 1H16 , were mostly confined to computers running Windows 7 ; although Axpergle ranked first on that platform , it ranked 22nd on Windows Vista and 13th on both Windows 8 ( including Windows 8.1 ) and Windows 10 . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Tarh Andishan","PERSON","Turkey","GPE","Tarh Andishan targets government entities and critical infrastructure facilities in Canada , China , England , France , Germany , India , Israel , Kuwait , Mexico , Pakistan , Qatar , Saudi Arabia , South Korea , Turkey , United Arab Emirates , and the United States . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasproduct","Adobe","ORG","Flash","PRODUCT","Typically , Adobe Flash , Internet Explorer , or both are present on a system . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","APT","ORG","Singapore","GPE","Naikon / APT 30 The Naikon group is one of the most active APT groups in Asia . Since 2010 , it has launched spear phishing campaigns into organizations surrounding the South China Sea , intent on harvesting geo - political intelligence from civilian and military government organizations in the Philippines , Malaysia , Cambodia , Indonesia , Vietnam , Myanmar , Singapore , Nepal , Thailand , Laos , and China . "
"Emissary Trojan Changelog_ Did Operation Lotus Blossom Cause It to Evolve_ - Palo Alto Networks Blog","hasattacklocation","Elise","PERSON","Taiwan","GPE","Interestingly , the C2 infrastructure is also somewhat different than that used by Elise . Targeting In contrast to Elise , which was used in attacks against multiple Southeast Asian countries in region appropriate languages , all of the Emissary decoys weâ€ ™ ve collected are written in Traditional Chinese , which is used primarily in Taiwan and Hong Kong . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Dark Hotel","ORG","the United States","GPE","Consequently , there is a strong likelihood that Dark Hotel is a partially or fully state sponsored threat actor . The Dark Hotel group targets high - profile executives , sales and marketing employees , R&D staff , and government employees from North Korea , Japan , India , and the United States . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Energetic Bear","ORG","the  United States","GPE","When Energetic Bear was discovered in 2011 , the group targeted aviation and defense companies in the United States and Canada ; however , in 2013 , energy firms in the United States and Europe became the primary targets of Energetic Bear . "
"ICIT-Brief-China-Espionage-Dynasty","hasattacklocation","Xi","PERSON","China","GPE","The agreement recognized that neither Obama nor Xi could guarantee the actions of all their citizens . Many security researchers and legislators doubted that the agreement would alter the behavior of China in cyberspace . "
"Emissary Trojan Changelog_ Did Operation Lotus Blossom Cause It to Evolve_ - Palo Alto Networks Blog","hasattacklocation","Elise","PERSON","Taiwan","GPE","In contrast to Elise , which was used in attacks against multiple Southeast Asian countries in region appropriate languages , all of the Emissary decoys weâ€ ™ ve collected are written in Traditional Chinese , which is used primarily in Taiwan and Hong Kong . "
"Microsoft_Security_Intelligence_Report_Volume_21_English","hasproduct","Adobe","ORG","Flash Player","PRODUCT","Adobe Flash Player exploits Figure 39 shows the prevalence of different Adobe Flash Player exploits by quarter . "
"BlackEnergy3_WP_012716_1c","hasproduct","Windows","ORG","TMP","PRODUCT","The executable will be saved on the Windows TMP directory under the name vba_macro.exe , the VB script finds the tmp directory by calling ENVIRON(â€˜TMPâ€ ™ ) and when it saves the PE to disk it will execute the binary : vba_macro.exe using the Shell function . "
"down-the-h-w0rm-hole-with-houdinis-rat.html","hasattacklocation","Houdini","PERSON","Kuwait","GPE","Houdini There has been speculation in the research community 3 , 4 , 5 that "" Houdini "" ( aka Ê»Mohamed BenabdellahÊ¼ ) is believed to have connection with â€njq8â€ ( aka Ê»Naser Al MutairiÊ¼ ) , the initial developer of â€njRATâ€ and â€njw0rmâ€. It has further been speculated that "" Houdini "" is based in Algeria and â€njq8â€ in Kuwait . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Naikon","ORG","Canada","GPE","The archive contained two PDFs and a SCR file , a backdoor specifically customized to target the Naikon group . The backdoor can upload and download files , update itself , and uninstall itself . Mirage age The April 2012 Mirage campaign targeted a high profile oil company in the Philippines , a military organization in Taiwan , an energy company in Canada , and organizations in Brazil , Israel , Egypt , and Nigeria . "
"lookout-pegasus-technical-analysis","hasproduct","iOS","ORG","Pegasus","PRODUCT","These dynamic libraries can be used to hook the apps using a framework called Cydia Mobile Substrate , known to the iOS jailbreak community , and which Pegasus uses as part of the exploit . "
"CS_organisation_CHINA_092016 (1)","hasattacklocation","SSF","ORG","China","GPE","The establishment of the Strategic Support Force ( SSF ) was somewhat unexpected for foreign observers , but it is actually a logical step within the general modernisation of the PLA . For example , the launch of the PLAâ€ ™ s Cyberspace Strategic Intelligence Research Centre in June 2014 to â€˜provide strong support in obtaining high - quality intelligence research findings and help China gain advantage in national information securityâ€ ™ already led observers to conclude that the PLAâ€ ™ s focus was increasingly falling on cyberspace.140 "
"ICIT-Brief-Know-Your-Enemies-2.0","hasproduct","Adobe","ORG","Flash","PRODUCT","Adobe Flash and Internet Explorer are notoriously vulnerable applications . "
"group5-syria","hasproduct","Microsoft","ORG","PowerPoint  Slideshow","PRODUCT","Along with a brief pretext in the Subject and Body , the e - mail also contains an attached Microsoft PowerPoint Slideshow ( PPSX ) document that , when clicked , directly opens and runs "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","APT","ORG","Laos","GPE","Naikon / APT 30 The Naikon group is one of the most active APT groups in Asia . Since 2010 , it has launched spear phishing campaigns into organizations surrounding the South China Sea , intent on harvesting geo - political intelligence from civilian and military government organizations in the Philippines , Malaysia , Cambodia , Indonesia , Vietnam , Myanmar , Singapore , Nepal , Thailand , Laos , and China . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasproduct","HammerDuke","ORG","Python","PRODUCT","SeaDuke is a cross platform backdoor that is written in Python . This expands the attackersâ€ ™ pool of victims to include Linux users . HammerDuke is a backdoor that connects to a Twitter account name and uses tweets from the account to locate C2 server addresses from which it receives commands or to which to delivers data . "
"HummingBad-Research-report_FINAL-62916","indicates","HummingBad","PRODUCT","three","CARDINAL","The team has three development projects : â€¢ Eomobi : HummingBad malicious components â€¢ Hummer Offers : Ad server analytics platform â€¢ Hummer Launcher : Ad server Android application package ( APK ) "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Tarh Andishan","ORG","South Korea","GPE","Tarh Andishan targets university networks for research , but according to Operation Cleaver , it also attempts to steal student PII , student photos for identification cards , and passport information from universities in the United States , India , Israel , and South Korea . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Dark Hotel","ORG","South Korea","GPE","Further , the kernel mode key logger used in Dark Hotel attacks has Korean characters in its code and may be tied to a South Korean programmer . Since the group still targets North Koreans , one could suppose the Dark Hotel group originates in South Korea . "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Dark Hotel","ORG","South Korea","GPE","Further , the kernel mode key logger used in Dark Hotel attacks has Korean characters in its code and may be tied to a South Korean programmer . Since the group still targets North Koreans , one could suppose the Dark Hotel group originates in South Korea . The Dark Hotel attack campaigns use a sophisticated keylogger and extensive infrastructure to steal confidential information directly relevant to South Korea from employees of other nations . "
"Cyber warfare_ Iran opens a new front - FT","hasattacktime","billions  of  dollars","MONEY","last  year","DATE","Company officials had to use typewriters and faxes to try and keep billions of dollars of oil trades from falling through . Domestically , the company gave oil away for several days following the attack because it could not process transactions . Christina Kubecka , a cyber security expert who worked for the oil company , told CNN last year that company officials flew to "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","Dark Hotel","ORG","India","GPE","Consequently , there is a strong likelihood that Dark Hotel is a partially or fully state sponsored threat actor . The Dark Hotel group targets high - profile executives , sales and marketing employees , R&D staff , and government employees from North Korea , Japan , India , and the United States . "
"Down the H-W0rm Hole with Houdini's RAT - Threat Geek","hasproduct","Google  Chrome","ORG","Opera  Webcam  Microphone  Run","PRODUCT","Remote Desktop capture / screenshot Keylogger Collect password filled in forms from web browsers , such as Mozilla Firefox , Google Chrome , and Opera Webcam Microphone Run remote application or script from disk or internet , or load it in memory via RunPE Update RAT from disk or internet "
"ICIT-Brief-Know-Your-Enemies-2.0","hasattacklocation","APT","ORG","Thailand","GPE","Naikon / APT 30 The Naikon group is one of the most active APT groups in Asia . Since 2010 , it has launched spear phishing campaigns into organizations surrounding the South China Sea , intent on harvesting geo - political intelligence from civilian and military government organizations in the Philippines , Malaysia , Cambodia , Indonesia , Vietnam , Myanmar , Singapore , Nepal , Thailand , Laos , and China . "
"forcepoint-security-labs-monsoon-analysis-report","hasproduct","Microsoft","ORG","Silverlight","PRODUCT","The code profiles whether a system has Microsoft Silverlight installed . "
"ICIT-Brief-China-Espionage-Dynasty","hasproduct","MSCOMCTL.OCX","ORG","Windows","PRODUCT","The vulnerability is a buffer overflow in the ActiveX controls of the MSCOMCTL.OCX Windows library . "
