"FileName","RelationType","Entity1Mention","Entity1Type","Entity2Mention","Entity2Type","Context"
"Inception Attackers Target Europe with Year-old Office Vulnerability","hasproduct","Microsoft","ORG","Word","PRODUCT","The attacker has the option to deploy malicious content to the victim based upon initial data received from the target , such as Microsoft Word version ( sent in the User - Agent ) and the IP address of the target , see : Figure 1 . 3 . "
"Leviathan_Espionage_actor","hasproduct","Microsoft","ORG","Word","PRODUCT","The actor also occasionally used macro - laden Microsoft Word documents to target other US research and development organizations with military and intelligence ties during this period . "
"MartyMcFly Malware_ Targeting Naval Industry","hasproduct","Microsoft","ORG","Excel","PRODUCT","Well , on Microsoft Excel there is a common way to open documents called ¡ ° Read Only¡±. "
"masha-and-these-bears","hasattacklocation","Turla","PERSON","China","GPE","Sofacy has been heavily interested in military and foreign a.airs organizations here , resulting in multiple overlapped and competing targeting scenarios : Mosquito Turla and Zebrocy clusters ¨C Zebrocy clusters targeting diplomatic and commercial organizations within Europe and Asia that match Mosquito targeting pro.ling SPLM overlap with traditional Turla ¨C often Turla precedes SPLM deployments SPLM overlap with Zebrocy ¨C Zebrocy often precedes SPLM deployments SPLM overlap with Danti Currently , Sofacy targets large air - defense related commercial organizations in China with SPLM , and moves Zebrocy focus across Armenia , Turkey , Kazahkstan , Tajikistan , Afghanistan , Mongolia , China , and Japan . "
"konni-malware-under-radar-for-years.html","hasproduct","GDI","ORG","API","PRODUCT","This URI is used with a new feature implemented in this version : the malware is able to perform screenshot ( thanks to the GDI API ) and uploads it thank to this URL . "
"masha-and-these-bears","hasattacklocation","Turla ¨C","ORG","China","GPE","Sofacy has been heavily interested in military and foreign a.airs organizations here , resulting in multiple overlapped and competing targeting scenarios : Mosquito Turla and Zebrocy clusters ¨C Zebrocy clusters targeting diplomatic and commercial organizations within Europe and Asia that match Mosquito targeting pro.ling SPLM overlap with traditional Turla ¨C often Turla precedes SPLM deployments SPLM overlap with Zebrocy ¨C Zebrocy often precedes SPLM deployments SPLM overlap with Danti Currently , Sofacy targets large air - defense related commercial organizations in China with SPLM , and moves Zebrocy focus across Armenia , Turkey , Kazahkstan , Tajikistan , Afghanistan , Mongolia , China , and Japan . "
"Tropic_Trooper_microsoft","hasproduct","Azure  Active  Directory","ORG","Windows Defender","PRODUCT","This risk score is immediately communicated to Conditional access , resulting in the restriction of access from these devices to corporate services and data managed by Azure Active Directory . This integration between Windows Defender ATP and Azure Active Directory through Microsoft Intune ensures that attackers are immediately prevented from gaining access to sensitive corporate data , even if attackers manage to establish a foothold on networks . "
"lazarus-false-flag-malware.html","hasproduct","Microsoft","ORG","Silverlight","PRODUCT","In the next stage of the script , it builds and serves back to the client an HTMLpage with an embedded JavaScript that detects the type of client ’s browser ( Internet Explorer , Google Chrome , Firefox , Safari , or Opera ) , OS version , and the loaded plugins , such asAdobe Flash and Microsoft Silverlight . "
"ESET_GreyEnergy","hasproduct","SysInternals","ORG","PsExec","PRODUCT","The attackers actively use legitimate tools such as SysInternals PsExec and WinExe to perform lateral movement across a compromised network . "
"masha-and-these-bears","hasattacklocation","Zebrocy ¨C Zebrocy","ORG","China","GPE","Sofacy has been heavily interested in military and foreign a.airs organizations here , resulting in multiple overlapped and competing targeting scenarios : Mosquito Turla and Zebrocy clusters ¨C Zebrocy clusters targeting diplomatic and commercial organizations within Europe and Asia that match Mosquito targeting pro.ling SPLM overlap with traditional Turla ¨C often Turla precedes SPLM deployments SPLM overlap with Zebrocy ¨C Zebrocy often precedes SPLM deployments SPLM overlap with Danti Currently , Sofacy targets large air - defense related commercial organizations in China with SPLM , and moves Zebrocy focus across Armenia , Turkey , Kazahkstan , Tajikistan , Afghanistan , Mongolia , China , and Japan . "
"Tracking Tick Through Recent Campaigns Targeting East Asia","hasattacklocation","Bronze Butler","PERSON","South Korea","GPE","The APT threat actor known as "" Tick , "" "" Bronze Butler , "" and "" Redbaldknight "" has conducted espionage campaigns since 2016 against East Asian countries such as Japan and South Korea [ 1 ] . Talos analyzed a recent campaign in which compromised websites located in South Korea and Japan were used as C2 servers for samples belonging to the malware family known as "" Datper , "" which has the ability to execute shell commands on the victim machine and obtain hostnames and drive information . "
"ESET_GreyEnergy","hasproduct","Microsoft","ORG","Windows","PRODUCT","This dropped DLL is the main module of GreyEnergy mini ; it is disguised as a legitimate file that belongs to Microsoft Windows . "
"Operation Kingphish_ Uncovering a Campaign of Cyber Attacks against Civil Society in Qatar and… – Amnesty Insights – Medium","hasattacklocation","King","PERSON","Qatar","GPE","We refer to this campaign and the associated actor as Operation Kingphish ( “ Malik ” , in one of its written forms in Arabic , translates to “ King ” ) . It is worth noting that in December 2016 , Amnesty International published an investigation into another social engineering campaign perpetrated by a seemingly fake human rights organization known as Voiceless Victims , which targeted international human rights and labour rights organizations campaigning on migrant workers ’ rights in Qatar . "
"Recent InPage Exploits Lead to Multiple Malware Families","hasproduct","Microsoft","ORG","Windows API","PRODUCT","However , original artifacts from the original shellcode are still present , including the function that loads Microsoft Windows API calls using the unique hashing algorithm . "
"muddying-the-water-targeted-attacks","hasattacklocation","Twitter","ORG","Iraq","GPE","These attacks have also been tracked by several other researchers on Twitter and elsewhere . The activity has been consistent throughout 2017 and , based on our analysis , targets or is suspected totarget , entities in the following countries : Saudi Arabia Iraq Israel United Arab Emirates Georgia India Pakistan Turkey USA "
"masha-and-these-bears","hasattacklocation","Turla","PERSON","Mongolia","GPE","Sofacy has been heavily interested in military and foreign a.airs organizations here , resulting in multiple overlapped and competing targeting scenarios : Mosquito Turla and Zebrocy clusters ¨C Zebrocy clusters targeting diplomatic and commercial organizations within Europe and Asia that match Mosquito targeting pro.ling SPLM overlap with traditional Turla ¨C often Turla precedes SPLM deployments SPLM overlap with Zebrocy ¨C Zebrocy often precedes SPLM deployments SPLM overlap with Danti Currently , Sofacy targets large air - defense related commercial organizations in China with SPLM , and moves Zebrocy focus across Armenia , Turkey , Kazahkstan , Tajikistan , Afghanistan , Mongolia , China , and Japan . "
"Lookout_Dark-Caracal_srr_20180118_us_v.1.0","hasproduct","Shinjiru.","ORG","Dark Caracal","PRODUCT","As with other Dark Caracal infrastructure , the secureandroid[.]info domain was also registered with the bulletproof hosting company Shinjiru . "
"masha-and-these-bears","hasattacklocation","Turla","PERSON","Turkey","GPE","Sofacy has been heavily interested in military and foreign a.airs organizations here , resulting in multiple overlapped and competing targeting scenarios : Mosquito Turla and Zebrocy clusters ¨C Zebrocy clusters targeting diplomatic and commercial organizations within Europe and Asia that match Mosquito targeting pro.ling SPLM overlap with traditional Turla ¨C often Turla precedes SPLM deployments SPLM overlap with Zebrocy ¨C Zebrocy often precedes SPLM deployments SPLM overlap with Danti Currently , Sofacy targets large air - defense related commercial organizations in China with SPLM , and moves Zebrocy focus across Armenia , Turkey , Kazahkstan , Tajikistan , Afghanistan , Mongolia , China , and Japan . "
"osx_dok-mac-malware-emmental-hijacks-user-network-traffic","hasproduct","WERDLOD","ORG","Windows","PRODUCT","While OSX_DOK.C is designed for MAC OSX , which is a Unix - like system , WERDLOD is designed for Windows . "
"Tropic Trooper’s New Strategy","hasproduct","Microsoft","ORG","Of.ce","PRODUCT","To learn more , read our Security 101 : Business Process Compromise . Latest Ransomware Posts Tropic Trooper uses exploit - laden Microsoft Of.ce documents to deliver malware to targets . "
"lazarus-false-flag-malware.html","hasproduct","Microsoft","ORG","Silverlight","PRODUCT","At the time of writing , the exploit kit known to serve back two exploits , forAdobe Flash and Microsoft Silverlight , though these could be expanded upon as needed . "
"masha-and-these-bears","hasattacklocation","Turla","PERSON","Japan","GPE","Sofacy has been heavily interested in military and foreign a.airs organizations here , resulting in multiple overlapped and competing targeting scenarios : Mosquito Turla and Zebrocy clusters ¨C Zebrocy clusters targeting diplomatic and commercial organizations within Europe and Asia that match Mosquito targeting pro.ling SPLM overlap with traditional Turla ¨C often Turla precedes SPLM deployments SPLM overlap with Zebrocy ¨C Zebrocy often precedes SPLM deployments SPLM overlap with Danti Currently , Sofacy targets large air - defense related commercial organizations in China with SPLM , and moves Zebrocy focus across Armenia , Turkey , Kazahkstan , Tajikistan , Afghanistan , Mongolia , China , and Japan . "
"Recent InPage Exploits Lead to Multiple Malware Families","hasproduct","Microsoft","ORG","Windows","PRODUCT","This particular shellcode uses a unique hashing mechanism for identifying and loading Microsoft Windows libraries and functions . "
"masha-and-these-bears","hasattacklocation","Turla ¨C","ORG","Mongolia","GPE","Sofacy has been heavily interested in military and foreign a.airs organizations here , resulting in multiple overlapped and competing targeting scenarios : Mosquito Turla and Zebrocy clusters ¨C Zebrocy clusters targeting diplomatic and commercial organizations within Europe and Asia that match Mosquito targeting pro.ling SPLM overlap with traditional Turla ¨C often Turla precedes SPLM deployments SPLM overlap with Zebrocy ¨C Zebrocy often precedes SPLM deployments SPLM overlap with Danti Currently , Sofacy targets large air - defense related commercial organizations in China with SPLM , and moves Zebrocy focus across Armenia , Turkey , Kazahkstan , Tajikistan , Afghanistan , Mongolia , China , and Japan . "
"turla-mosquito-shift-towards-generic-tools","hasproduct","Google Drive","ORG","Flash","PRODUCT","Turla¡¯s campaign still relies on a fake Flash installer but , instead of directly dropping the two malicious DLLs , it executes a Metasploit shellcode and drops , or downloads from Google Drive , a legitimate Flash installer . "
"MuddyWater_Middle_East_and_Central_Asia","hasattacklocation","MuddyWater","ORG","Israel,Turkey","GPE","Given the number of similarities , we can assume that there is a connection between these new attacks and the MuddyWater campaign . It also signi.es that the attackers are not merely interestedin a one - off campaign , but will likely continue to perform cyberespionage activities against thetargeted countries and industries . Comparing the earlier MuddyWater campaign with this new one reveals some distinct similiarities : 2017 MuddyWater Campaign2018 ¡ ° MuddyWater¡± Countries of TargetedOrganizations CampaignGeorgia , India , Iraq , Israel , Turkey , Pakistan , Tajikistan Pakistan , Saudi Arabia TurkeyUnited Arab Emirates , and the USA Decoy Documents "
"Leviathan_Espionage_actor","hasproduct","Microsoft","ORG","Excel","PRODUCT","During this time , the group utilized Microsoft Excel and Word documents with macros to target the Philippines Department of Justice , APEC organizers , and an international law firm . "
"hidden-cobra-targets-turkish-financial-sector-new-bankshot-implant","hasattacklocation","SWIFT","ORG","Turkey","GPE","Based on the code similarity , the victim¡¯s business sector , and the presence of control server strings , this attack resembles previous attacks by Hidden Cobra conducted against the global financial network SWIFT . In this new , aggressive campaign we see a return of the Bankshot implant , which last appeared in 2017 . Bankshot is designed to persist on a victim¡¯s network for further exploitation ; thus the Advanced Threat Research team believes this operation is intended to gain access to specific financial organizations . Based on our analysis , financial organizations in Turkey were targeted via spear phishing emails containing a malicious Microsoft Word document . "
"masha-and-these-bears","hasattacklocation","Turla ¨C","ORG","Turkey","GPE","Sofacy has been heavily interested in military and foreign a.airs organizations here , resulting in multiple overlapped and competing targeting scenarios : Mosquito Turla and Zebrocy clusters ¨C Zebrocy clusters targeting diplomatic and commercial organizations within Europe and Asia that match Mosquito targeting pro.ling SPLM overlap with traditional Turla ¨C often Turla precedes SPLM deployments SPLM overlap with Zebrocy ¨C Zebrocy often precedes SPLM deployments SPLM overlap with Danti Currently , Sofacy targets large air - defense related commercial organizations in China with SPLM , and moves Zebrocy focus across Armenia , Turkey , Kazahkstan , Tajikistan , Afghanistan , Mongolia , China , and Japan . "
"korea-in-crosshairs.html","hasproduct","Microsoft","ORG","Of.ce","PRODUCT","The actor has the following demonstrated capabilities : To include exploits ( for Hangul and Microsoft Of.ce ) in its work.ows .. "
"Lookout_Dark-Caracal_srr_20180118_us_v.1.0","hasproduct","Chrysaor","ORG","Android11","PRODUCT","This highlights that , in many cases , advanced exploitation capabilities like those shown by surveillance tools such as Pegasus for iOS and Chrysaor for Android ( that targeted both Android11 and iOS12 devices ) , are not essential , but helpful when targeting certain platforms . "
"Eset-Turla-Outlook-Backdoor","hasproduct","Microsoft","ORG","Outlook","PRODUCT","While the Turla Backdoor is not the first backdoor that uses the real mailbox of the victim to receive commands and exfiltrate data , it is the first publicly known backdoor using a standard API ( MAPI ) to in - teract with Microsoft Outlook . "
"Tracking Tick Through Recent Campaigns Targeting East Asia","hasattacklocation","Bronze Butler","PERSON","Japan","GPE","The APT threat actor known as "" Tick , "" "" Bronze Butler , "" and "" Redbaldknight "" has conducted espionage campaigns since 2016 against East Asian countries such as Japan and South Korea [ 1 ] . Talos analyzed a recent campaign in which compromised websites located in South Korea and Japan were used as C2 servers for samples belonging to the malware family known as "" Datper , "" which has the ability to execute shell commands on the victim machine and obtain hostnames and drive information . "
"ESET_GreyEnergy","indicates","DeleteFileA","PRODUCT","four","CARDINAL","and then the generated four bytes are used as the key . Before freeing the memory buffer holding the plaintext string , the malware overwrites the buffer with zeros . The malware hooks DeleteFileA and DeleteFileW functions in the import table of each PE binary loaded in memory . "
"korea-in-crosshairs.html","hasproduct","Microsoft","ORG","Windows API","PRODUCT","Additionally the malware lists the running process via the Microsoft Windows API . "
"Iran_Cyber_Final_Full_v2","hasattacklocation","Operation Ababil","ORG","Iran","GPE","However , it is unclear whether those publicly identified with Operation Ababil or other campaigns have changed their involvement after being outed . Moreover , the loosely connected and small groups are not cost - effective targets for retaliatory cyber operations . In the end , Iran maintains a large enough pool of sufficiently capable programmers to conduct basic campaigns . "
"Lookout_Dark-Caracal_srr_20180118_us_v.1.0","hasproduct","iOS","ORG","Android","PRODUCT","This highlights that , in many cases , advanced exploitation capabilities like those shown by surveillance tools such as Pegasus for iOS and Chrysaor for Android ( that targeted both Android11 and iOS12 devices ) , are not essential , but helpful when targeting certain platforms . "
"olympic-destroyer","hasproduct","Microsoft","ORG","OneDrive","PRODUCT","It has an inline implementation of the RC4 routine in Powershell , which is used to decrypt additional payload downloaded from Microsoft OneDrive . "
"MuddyWater_Middle_East_and_Central_Asia","hasattacklocation","MuddyWater","ORG","Iraq","GPE","Given the number of similarities , we can assume that there is a connection between these new attacks and the MuddyWater campaign . It also signi.es that the attackers are not merely interestedin a one - off campaign , but will likely continue to perform cyberespionage activities against thetargeted countries and industries . Comparing the earlier MuddyWater campaign with this new one reveals some distinct similiarities : 2017 MuddyWater Campaign2018 ¡ ° MuddyWater¡± Countries of TargetedOrganizations CampaignGeorgia , India , Iraq , Israel , Turkey , Pakistan , Tajikistan Pakistan , Saudi Arabia TurkeyUnited Arab Emirates , and the USA Decoy Documents "
"iranian-threat-group-updates-ttps-in-spear-phishing-campaign","indicates","PowerShell","PRODUCT","three","CARDINAL","The Base64 encoded and obfuscated PowerShell script . After dropping the three files , the macro will set the following registry key to achieve persistence : \REGISTRY\USER\SID\Software\Microsoft\Windows\CurrentVersio n\Run\""WindowsDefenderUpdater "" = cmstp.exe /s c:\programdata\DefenderService.inf Upon system restart , cmstp.exe will be used to execute the SCT file indirectly through the INF file . "
"Lookout_Dark-Caracal_srr_20180118_us_v.1.0","hasattacklocation","EFF","ORG","Kazakhstan","GPE","The joint Lookout - EFF investigation began after EFF released its Operation Manul report , highlighting a multi - platform espionage campaign targeted at journalists , activists , lawyers , and dissidents who were critical of President Nursultan Nazarbayev¡¯s regime in Kazakhstan . "
"masha-and-these-bears","hasattacklocation","Turla ¨C","ORG","Japan","GPE","Sofacy has been heavily interested in military and foreign a.airs organizations here , resulting in multiple overlapped and competing targeting scenarios : Mosquito Turla and Zebrocy clusters ¨C Zebrocy clusters targeting diplomatic and commercial organizations within Europe and Asia that match Mosquito targeting pro.ling SPLM overlap with traditional Turla ¨C often Turla precedes SPLM deployments SPLM overlap with Zebrocy ¨C Zebrocy often precedes SPLM deployments SPLM overlap with Danti Currently , Sofacy targets large air - defense related commercial organizations in China with SPLM , and moves Zebrocy focus across Armenia , Turkey , Kazahkstan , Tajikistan , Afghanistan , Mongolia , China , and Japan . "
